Cpd_id	Cpd_name	Pathway_id	Pathway_name
C05151	12-O-Tetradecanoylphorbol 13-acetate	hsa04613	Neutrophil extracellular trap formation - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04613	Neutrophil extracellular trap formation - Homo sapiens (human)
C11221	Formylmethionyl-leucyl-phenylalanine methyl ester	hsa04613	Neutrophil extracellular trap formation - Homo sapiens (human)
C00002	ATP	hsa04621	NOD-like receptor signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04621	NOD-like receptor signaling pathway - Homo sapiens (human)
C00155	L-Homocysteine	hsa04621	NOD-like receptor signaling pathway - Homo sapiens (human)
C00238	Potassium cation	hsa04621	NOD-like receptor signaling pathway - Homo sapiens (human)
C00533	Nitric oxide	hsa04621	NOD-like receptor signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04621	NOD-like receptor signaling pathway - Homo sapiens (human)
C00046	RNA	hsa04622	RIG-I-like receptor signaling pathway - Homo sapiens (human)
C00039	DNA	hsa04623	Cytosolic DNA-sensing pathway - Homo sapiens (human)
C20640	Cyclic GMP-AMP	hsa04623	Cytosolic DNA-sensing pathway - Homo sapiens (human)
C00027	Hydrogen peroxide	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C00159	D-Mannose	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C00584	Prostaglandin E2	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C00965	1,3-beta-D-Glucan	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C01019	L-Fucose	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C16844	Hydroxyl radical	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C21790	Mycobacterial trehalose dimycolate	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C21791	Rhodocytin	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
G13115	Mannose-capped lipoarabinomannan	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04650	Natural killer cell mediated cytotoxicity - Homo sapiens (human)
C00165	Diacylglycerol	hsa04650	Natural killer cell mediated cytotoxicity - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04650	Natural killer cell mediated cytotoxicity - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04650	Natural killer cell mediated cytotoxicity - Homo sapiens (human)
C00076	Calcium cation	hsa04660	T cell receptor signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04660	T cell receptor signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04660	T cell receptor signaling pathway - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04660	T cell receptor signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04658	Th1 and Th2 cell differentiation - Homo sapiens (human)
C00165	Diacylglycerol	hsa04658	Th1 and Th2 cell differentiation - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04658	Th1 and Th2 cell differentiation - Homo sapiens (human)
C00076	Calcium cation	hsa04659	Th17 cell differentiation - Homo sapiens (human)
C00165	Diacylglycerol	hsa04659	Th17 cell differentiation - Homo sapiens (human)
C00777	Retinoate	hsa04659	Th17 cell differentiation - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04659	Th17 cell differentiation - Homo sapiens (human)
C00076	Calcium cation	hsa04662	B cell receptor signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04662	B cell receptor signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04662	B cell receptor signaling pathway - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04662	B cell receptor signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C00219	Arachidonate	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C00374	Heparin	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C00388	Histamine	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C00696	Prostaglandin D2	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C02166	Leukotriene C4	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C05951	Leukotriene D4	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C05952	Leukotriene E4	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)
C00165	Diacylglycerol	hsa04666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)
C00219	Arachidonate	hsa04666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)
C00416	Phosphatidate	hsa04666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)
C04637	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate	hsa04666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)
C06124	Sphingosine 1-phosphate	hsa04666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)
C00027	Hydrogen peroxide	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
C00076	Calcium cation	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
C04637	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate	hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)
C00777	Retinoate	hsa04672	Intestinal immune network for IgA production - Homo sapiens (human)
C15493	9-cis-Retinoic acid	hsa04672	Intestinal immune network for IgA production - Homo sapiens (human)
C00076	Calcium cation	hsa04062	Chemokine signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04062	Chemokine signaling pathway - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04062	Chemokine signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04062	Chemokine signaling pathway - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04062	Chemokine signaling pathway - Homo sapiens (human)
C00002	ATP	hsa04911	Insulin secretion - Homo sapiens (human)
C00022	Pyruvate	hsa04911	Insulin secretion - Homo sapiens (human)
C00031	D-Glucose	hsa04911	Insulin secretion - Homo sapiens (human)
C00076	Calcium cation	hsa04911	Insulin secretion - Homo sapiens (human)
C00092	D-Glucose 6-phosphate	hsa04911	Insulin secretion - Homo sapiens (human)
C00162	Fatty acid	hsa04911	Insulin secretion - Homo sapiens (human)
C00165	Diacylglycerol	hsa04911	Insulin secretion - Homo sapiens (human)
C00238	Potassium cation	hsa04911	Insulin secretion - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04911	Insulin secretion - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04911	Insulin secretion - Homo sapiens (human)
C01330	Sodium cation	hsa04911	Insulin secretion - Homo sapiens (human)
C01996	Acetylcholine	hsa04911	Insulin secretion - Homo sapiens (human)
C00031	D-Glucose	hsa04910	Insulin signaling pathway - Homo sapiens (human)
C00369	Starch	hsa04910	Insulin signaling pathway - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04910	Insulin signaling pathway - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04910	Insulin signaling pathway - Homo sapiens (human)
C00022	Pyruvate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00024	Acetyl-CoA	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00026	2-Oxoglutarate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00031	D-Glucose	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00036	Oxaloacetate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00040	Acyl-CoA	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00042	Succinate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00074	Phosphoenolpyruvate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00083	Malonyl-CoA	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00085	D-Fructose 6-phosphate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00103	D-Glucose 1-phosphate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00122	Fumarate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00149	(S)-Malate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00158	Citrate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00182	Glycogen	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00186	(S)-Lactate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00197	3-Phospho-D-glycerate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00311	Isocitrate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00354	D-Fructose 1,6-bisphosphate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00631	2-Phospho-D-glycerate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00665	beta-D-Fructose 2,6-bisphosphate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00668	alpha-D-Glucose 6-phosphate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C01172	beta-D-Glucose 6-phosphate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
C00020	AMP	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00116	Glycerol	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00162	Fatty acid	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00165	Diacylglycerol	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00212	Adenosine	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00219	Arachidonate	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00422	Triacylglycerol	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00547	L-Noradrenaline	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00584	Prostaglandin E2	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00788	L-Adrenaline	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00942	3',5'-Cyclic GMP	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C01885	1-Acylglycerol	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C02140	Corticosterone	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)
C00040	Acyl-CoA	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
C00083	Malonyl-CoA	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
C00162	Fatty acid	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
C00195	N-Acylsphingosine	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
C00638	Long-chain fatty acid	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
C15493	9-cis-Retinoic acid	hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)
C02165	Leukotriene B4	hsa03320	PPAR signaling pathway - Homo sapiens (human)
C14762	13(S)-HODE	hsa03320	PPAR signaling pathway - Homo sapiens (human)
C14767	9(S)-HODE	hsa03320	PPAR signaling pathway - Homo sapiens (human)
C14776	8(S)-HETE	hsa03320	PPAR signaling pathway - Homo sapiens (human)
C15493	9-cis-Retinoic acid	hsa03320	PPAR signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04929	GnRH secretion - Homo sapiens (human)
C00165	Diacylglycerol	hsa04929	GnRH secretion - Homo sapiens (human)
C00238	Potassium cation	hsa04929	GnRH secretion - Homo sapiens (human)
C00334	4-Aminobutanoate	hsa04929	GnRH secretion - Homo sapiens (human)
C00535	Testosterone	hsa04929	GnRH secretion - Homo sapiens (human)
C00951	Estradiol-17beta	hsa04929	GnRH secretion - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04929	GnRH secretion - Homo sapiens (human)
C01330	Sodium cation	hsa04929	GnRH secretion - Homo sapiens (human)
C04637	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate	hsa04929	GnRH secretion - Homo sapiens (human)
C00076	Calcium cation	hsa04912	GnRH signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04912	GnRH signaling pathway - Homo sapiens (human)
C00219	Arachidonate	hsa04912	GnRH signaling pathway - Homo sapiens (human)
C00416	Phosphatidate	hsa04912	GnRH signaling pathway - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04912	GnRH signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04912	GnRH signaling pathway - Homo sapiens (human)
C00187	Cholesterol	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C00219	Arachidonate	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C00280	Androstenedione	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C00410	Progesterone	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C00468	Estrone	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C00535	Testosterone	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C00639	Prostaglandin F2alpha	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C00951	Estradiol-17beta	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C01176	17alpha-Hydroxyprogesterone	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C01227	Dehydroepiandrosterone	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C01953	Pregnenolone	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C02249	Arachidonyl-CoA	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C02530	Cholesterol ester	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C04295	Androstenediol	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C05138	17alpha-Hydroxypregnenolone	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C05301	2-Hydroxyestradiol	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C05356	5(S)-HPETE	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C05966	15(S)-HPETE	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C14209	4-Hydroxy-17beta-estradiol	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C14768	5,6-EET	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C14769	8,9-EET	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C14770	11,12-EET	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C14777	12(S)-HETE	hsa04913	Ovarian steroidogenesis - Homo sapiens (human)
C00076	Calcium cation	hsa04915	Estrogen signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04915	Estrogen signaling pathway - Homo sapiens (human)
C00238	Potassium cation	hsa04915	Estrogen signaling pathway - Homo sapiens (human)
C00334	4-Aminobutanoate	hsa04915	Estrogen signaling pathway - Homo sapiens (human)
C00533	Nitric oxide	hsa04915	Estrogen signaling pathway - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04915	Estrogen signaling pathway - Homo sapiens (human)
C00951	Estradiol-17beta	hsa04915	Estrogen signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04915	Estrogen signaling pathway - Homo sapiens (human)
C00410	Progesterone	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
C11554	1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate	hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)
C00002	ATP	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C00031	D-Glucose	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C00082	L-Tyrosine	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C00092	D-Glucose 6-phosphate	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C00280	Androstenedione	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C00355	3,4-Dihydroxy-L-phenylalanine	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C00410	Progesterone	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C00468	Estrone	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C00951	Estradiol-17beta	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C03758	Dopamine	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04917	Prolactin signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C00219	Arachidonate	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C00238	Potassium cation	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C00427	Prostaglandin H2	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C00533	Nitric oxide	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C00584	Prostaglandin E2	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C00639	Prostaglandin F2alpha	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C00942	3',5'-Cyclic GMP	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C13050	Cyclic ADP-ribose	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04926	Relaxin signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04926	Relaxin signaling pathway - Homo sapiens (human)
C00533	Nitric oxide	hsa04926	Relaxin signaling pathway - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04926	Relaxin signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04926	Relaxin signaling pathway - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04926	Relaxin signaling pathway - Homo sapiens (human)
C00076	Calcium cation	hsa04935	Growth hormone synthesis, secretion and action - Homo sapiens (human)
C00165	Diacylglycerol	hsa04935	Growth hormone synthesis, secretion and action - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04935	Growth hormone synthesis, secretion and action - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04935	Growth hormone synthesis, secretion and action - Homo sapiens (human)
C00001	H2O	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00005	NADPH	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00006	NADP+	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00007	Oxygen	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00027	Hydrogen peroxide	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00051	Glutathione	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00076	Calcium cation	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00092	D-Glucose 6-phosphate	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00117	D-Ribose 5-phosphate	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00127	Glutathione disulfide	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00165	Diacylglycerol	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00231	D-Xylulose 5-phosphate	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00238	Potassium cation	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00708	Iodide	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C01060	3,5-Diiodo-L-tyrosine	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C01330	Sodium cation	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C01829	Thyroxine	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C02465	Triiodothyronine	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C02515	3-Iodo-L-tyrosine	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)
C00076	Calcium cation	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C00080	H+	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C00165	Diacylglycerol	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C00238	Potassium cation	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C01330	Sodium cation	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C01829	Thyroxine	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C02465	Triiodothyronine	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C05981	Phosphatidylinositol-3,4,5-trisphosphate	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C07639	3,3',5'-Triiodo-L-thyronine	hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)
C00009	Orthophosphate	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C00020	AMP	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C00076	Calcium cation	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C00165	Diacylglycerol	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C00698	Cl-	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C01330	Sodium cation	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C01561	Calcidiol	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C01673	Calcitriol	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C18231	Calcitetrol	hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)
C00076	Calcium cation	hsa04916	Melanogenesis - Homo sapiens (human)
C00082	L-Tyrosine	hsa04916	Melanogenesis - Homo sapiens (human)
C00165	Diacylglycerol	hsa04916	Melanogenesis - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04916	Melanogenesis - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04916	Melanogenesis - Homo sapiens (human)
C05606	Melanin	hsa04916	Melanogenesis - Homo sapiens (human)
C00001	H2O	hsa04924	Renin secretion - Homo sapiens (human)
C00002	ATP	hsa04924	Renin secretion - Homo sapiens (human)
C00008	ADP	hsa04924	Renin secretion - Homo sapiens (human)
C00020	AMP	hsa04924	Renin secretion - Homo sapiens (human)
C00076	Calcium cation	hsa04924	Renin secretion - Homo sapiens (human)
C00212	Adenosine	hsa04924	Renin secretion - Homo sapiens (human)
C00238	Potassium cation	hsa04924	Renin secretion - Homo sapiens (human)
C00533	Nitric oxide	hsa04924	Renin secretion - Homo sapiens (human)
C00547	L-Noradrenaline	hsa04924	Renin secretion - Homo sapiens (human)
C00575	3',5'-Cyclic AMP	hsa04924	Renin secretion - Homo sapiens (human)
C00584	Prostaglandin E2	hsa04924	Renin secretion - Homo sapiens (human)
C00698	Cl-	hsa04924	Renin secretion - Homo sapiens (human)
C00788	L-Adrenaline	hsa04924	Renin secretion - Homo sapiens (human)
C00873	Angiotensin I	hsa04924	Renin secretion - Homo sapiens (human)
C00942	3',5'-Cyclic GMP	hsa04924	Renin secretion - Homo sapiens (human)
C01245	D-myo-Inositol 1,4,5-trisphosphate	hsa04924	Renin secretion - Homo sapiens (human)
C02135	Angiotensin II	hsa04924	Renin secretion - Homo sapiens (human)
C00873	Angiotensin I	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C02135	Angiotensin II	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C15848	Angiotensin III	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C15849	Angiotensin IV	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C15850	Angiotensin (1-7)	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C15851	Angiotensin (1-9)	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C15852	Angiotensin (1-5)	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C20970	Angiotensin A	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C20971	Alamandine	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C20972	Angiotensin (5-8)	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C20973	Angiotensin (5-7)	hsa04614	Renin-angiotensin system - Homo sapiens (human)
C00003	NAD+	hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)
C00004	NADH	hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)
C00005	NADPH	hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)
C00006	NADP+	hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)
C00020	AMP	hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)
C00076	Calcium cation	hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)
